"earnings","gender","age","region","education","neast","mwest","south","west","college","female"
14.42307663,"female",59,"South",12,0,0,1,0,0,1
38.46154022,"male",58,"South",16,0,0,1,0,1,0
13.07692337,"male",43,"South",12,0,0,1,0,0,0
42.73504257,"male",57,"South",16,0,0,1,0,1,0
21.63461494,"female",55,"South",16,0,0,1,0,1,1
12.82051277,"female",34,"South",18,0,0,1,0,1,1
13.98601437,"male",58,"South",16,0,0,1,0,1,0
40.4858284,"female",55,"South",12,0,0,1,0,0,1
6.25,"female",59,"South",12,0,0,1,0,0,1
8.653845787,"male",26,"South",13,0,0,1,0,0,0
12.98076916,"female",55,"South",13,0,0,1,0,0,1
13.46153831,"male",28,"South",14,0,0,1,0,0,0
18.75,"male",32,"South",13,0,0,1,0,0,0
48.07692337,"male",56,"South",16,0,0,1,0,1,0
39.42307663,"male",42,"South",12,0,0,1,0,0,0
2.5,"female",47,"South",12,0,0,1,0,0,1
3.205128193,"female",45,"South",13,0,0,1,0,0,1
11.11111069,"male",41,"South",12,0,0,1,0,0,0
14.42307663,"female",59,"South",13,0,0,1,0,0,1
10,"male",62,"South",12,0,0,1,0,0,0
10.57692337,"female",49,"South",12,0,0,1,0,0,1
23.07692337,"male",45,"South",12,0,0,1,0,0,0
11.53846169,"male",39,"South",12,0,0,1,0,0,0
9.615385056,"male",32,"South",12,0,0,1,0,0,0
42.73504257,"male",46,"South",12,0,0,1,0,0,0
27.77777863,"male",42,"South",13,0,0,1,0,0,0
8.520709991,"female",50,"South",16,0,0,1,0,1,1
7.384615421,"female",28,"South",13,0,0,1,0,0,1
19.23077011,"male",30,"South",12,0,0,1,0,0,0
9.134614944,"female",27,"South",12,0,0,1,0,0,1
15,"male",41,"South",14,0,0,1,0,0,0
9.615385056,"male",49,"South",6,0,0,1,0,0,0
19.23077011,"female",32,"South",16,0,0,1,0,1,1
23.07692337,"female",31,"South",16,0,0,1,0,1,1
16.02564049,"female",36,"South",16,0,0,1,0,1,1
5.769230843,"female",56,"South",12,0,0,1,0,0,1
13.46153831,"male",26,"South",12,0,0,1,0,0,0
16.48351669,"male",53,"South",13,0,0,1,0,0,0
16.48351669,"female",53,"South",14,0,0,1,0,0,1
10.89743614,"male",49,"Northeast",12,0,0,0,0,0,0
19.61538506,"female",47,"South",16,0,0,1,0,1,1
15.86538506,"male",48,"South",12,0,0,1,0,0,0
18.07692337,"male",38,"South",12,0,0,1,0,0,0
13.73626328,"female",38,"South",12,0,0,1,0,0,1
11.53846169,"male",27,"Northeast",13,0,0,0,0,0,0
10.09615421,"male",22,"Northeast",11,0,0,0,0,0,0
5.769230843,"male",53,"South",12,0,0,1,0,0,0
7.307692528,"female",59,"South",12,0,0,1,0,0,1
5.769230843,"male",22,"South",13,0,0,1,0,0,0
10.57692337,"male",45,"South",12,0,0,1,0,0,0
8.012820244,"female",50,"South",12,0,0,1,0,0,1
6.263736248,"female",46,"South",12,0,0,1,0,0,1
32.69230652,"female",49,"South",16,0,0,1,0,1,1
9.134614944,"male",49,"South",14,0,0,1,0,0,0
5.06072855,"male",38,"South",18,0,0,1,0,1,0
26.44230843,"female",44,"South",18,0,0,1,0,1,1
9.615385056,"female",58,"South",14,0,0,1,0,0,1
24.03846169,"male",36,"South",16,0,0,1,0,1,0
29.20000076,"male",51,"South",18,0,0,1,0,1,0
11.53846169,"female",49,"South",12,0,0,1,0,0,1
9.214743614,"female",44,"South",13,0,0,1,0,0,1
9.615385056,"female",45,"South",12,0,0,1,0,0,1
16.02564049,"male",46,"South",12,0,0,1,0,0,0
20.5128212,"male",44,"South",13,0,0,1,0,0,0
14.42307663,"male",40,"South",11,0,0,1,0,0,0
39.71571732,"male",47,"South",13,0,0,1,0,0,0
6.410256386,"female",53,"South",14,0,0,1,0,0,1
24.03846169,"female",57,"West",13,0,0,0,1,0,1
10.16483498,"female",50,"South",16,0,0,1,0,1,1
22.43589783,"male",50,"South",12,0,0,1,0,0,0
35.40209961,"female",51,"South",16,0,0,1,0,1,1
13.16239357,"female",39,"South",12,0,0,1,0,0,1
18.88162613,"male",52,"South",12,0,0,1,0,0,0
15.38461494,"female",33,"South",16,0,0,1,0,1,1
18.62980843,"female",56,"South",12,0,0,1,0,0,1
9.615385056,"female",33,"South",12,0,0,1,0,0,1
26.15384674,"male",29,"South",16,0,0,1,0,1,0
17.4418602,"female",28,"South",16,0,0,1,0,1,1
8.413461685,"female",31,"South",12,0,0,1,0,0,1
8.17307663,"male",24,"South",12,0,0,1,0,0,0
23.07692337,"male",24,"South",10,0,0,1,0,0,0
8.125,"male",34,"South",12,0,0,1,0,0,0
26.44230843,"male",29,"South",16,0,0,1,0,1,0
29.80769157,"male",44,"South",16,0,0,1,0,1,0
17.30769157,"male",41,"South",14,0,0,1,0,0,0
14.10256386,"male",33,"South",13,0,0,1,0,0,0
20.67307663,"male",56,"South",12,0,0,1,0,0,0
12.01923084,"female",39,"South",10,0,0,1,0,0,1
38.46154022,"male",39,"South",12,0,0,1,0,0,0
6.578947544,"female",52,"South",10,0,0,1,0,0,1
6.221719265,"female",30,"South",12,0,0,1,0,0,1
8.653845787,"female",52,"South",12,0,0,1,0,0,1
24.03846169,"male",29,"South",14,0,0,1,0,0,0
12.98076916,"female",57,"South",12,0,0,1,0,0,1
15.38461494,"male",53,"South",12,0,0,1,0,0,0
15.81196594,"male",33,"South",14,0,0,1,0,0,0
17.09401703,"female",33,"South",13,0,0,1,0,0,1
9.61490345,"male",62,"South",10,0,0,1,0,0,0
14.90384579,"male",55,"South",12,0,0,1,0,0,0
15,"female",61,"South",13,0,0,1,0,0,1
18.07692337,"female",51,"Midwest",16,0,1,0,0,1,1
29.61538506,"male",37,"South",16,0,0,1,0,1,0
25,"male",45,"Midwest",16,0,1,0,0,1,0
4.945055008,"female",42,"Midwest",14,0,1,0,0,0,1
12.01923084,"female",56,"Midwest",16,0,1,0,0,1,1
25.64102554,"male",60,"Midwest",13,0,1,0,0,0,0
19.23077011,"male",41,"South",12,0,0,1,0,0,0
16.82692337,"female",41,"South",13,0,0,1,0,0,1
3.846153736,"female",54,"South",11,0,0,1,0,0,1
14.10256386,"female",34,"South",18,0,0,1,0,1,1
12.69230747,"male",53,"South",13,0,0,1,0,0,0
24.03846169,"female",42,"South",16,0,0,1,0,1,1
12.58741283,"male",63,"South",18,0,0,1,0,1,0
14.42307663,"female",50,"South",12,0,0,1,0,0,1
13.94230747,"female",27,"South",16,0,0,1,0,1,1
15.38461494,"female",47,"South",10,0,0,1,0,0,1
9.230769157,"female",27,"South",13,0,0,1,0,0,1
14.42307663,"female",46,"South",12,0,0,1,0,0,1
30.76922989,"female",64,"South",12,0,0,1,0,0,1
12.98076916,"female",56,"South",12,0,0,1,0,0,1
8.17307663,"female",38,"South",11,0,0,1,0,0,1
9.391771317,"female",27,"South",14,0,0,1,0,0,1
14.42307663,"female",41,"Northeast",12,0,0,0,0,0,1
21.63461494,"male",42,"Northeast",12,0,0,0,0,0,0
14.42307663,"female",45,"Northeast",12,0,0,0,0,0,1
10.53846169,"male",27,"Northeast",13,0,0,0,0,0,0
9.134614944,"male",40,"Northeast",12,0,0,0,0,0,0
18.02884674,"male",37,"Northeast",16,0,0,0,0,1,0
38.46154022,"male",29,"South",18,0,0,1,0,1,0
11.45833302,"male",56,"South",13,0,0,1,0,0,0
44.48380661,"female",37,"South",19,0,0,1,0,1,1
36.71328735,"male",57,"South",13,0,0,1,0,0,0
38.46154022,"male",35,"South",16,0,0,1,0,1,0
45.19230652,"male",56,"South",14,0,0,1,0,0,0
19.23077011,"male",29,"South",18,0,0,1,0,1,0
9.615385056,"male",53,"South",12,0,0,1,0,0,0
15.38461494,"female",53,"South",12,0,0,1,0,0,1
4.578754425,"female",27,"South",11,0,0,1,0,0,1
9.79020977,"male",25,"South",10,0,0,1,0,0,0
10.81730747,"female",29,"South",11,0,0,1,0,0,1
21.2550602,"male",27,"Northeast",14,0,0,0,0,0,0
33.65384674,"male",48,"Northeast",20,0,0,0,0,1,0
42.30769348,"male",48,"Northeast",18,0,0,0,0,1,0
21.15384674,"female",59,"Northeast",12,0,0,0,0,0,1
13.46153831,"male",63,"Northeast",8,0,0,0,0,0,0
11.85897446,"female",54,"Northeast",12,0,0,0,0,0,1
40.86538315,"male",46,"Northeast",12,0,0,0,0,0,0
5.769230843,"male",29,"Northeast",12,0,0,0,0,0,0
5.769230843,"female",28,"Northeast",13,0,0,0,0,0,1
48.07692337,"male",63,"Northeast",16,0,0,0,0,1,0
7.211538315,"male",22,"Northeast",12,0,0,0,0,0,0
43.26922989,"male",45,"Northeast",19,0,0,0,0,1,0
55.28845978,"female",40,"Northeast",19,0,0,0,0,1,1
48.07692337,"male",33,"Northeast",16,0,0,0,0,1,0
28.84615326,"female",27,"Northeast",16,0,0,0,0,1,1
8,"female",42,"Northeast",12,0,0,0,0,0,1
26.44230843,"male",61,"Northeast",18,0,0,0,0,1,0
27.88461494,"female",60,"Northeast",14,0,0,0,0,0,1
13.94230747,"female",35,"Northeast",13,0,0,0,0,0,1
20.19230843,"male",41,"Northeast",12,0,0,0,0,0,0
9.615385056,"female",40,"Northeast",12,0,0,0,0,0,1
36.87163544,"female",46,"Northeast",16,0,0,0,0,1,1
24.51922989,"male",42,"Northeast",6,0,0,0,0,0,0
14.42307663,"male",49,"Northeast",12,0,0,0,0,0,0
9.615385056,"male",25,"Northeast",12,0,0,0,0,0,0
14.52991486,"female",24,"Northeast",12,0,0,0,0,0,1
20.67307663,"female",58,"Northeast",12,0,0,0,0,0,1
21.63461494,"female",38,"Northeast",16,0,0,0,0,1,1
20.67307663,"male",37,"Northeast",14,0,0,0,0,0,0
20.19230843,"male",64,"Northeast",18,0,0,0,0,1,0
28.84615326,"male",48,"Northeast",12,0,0,0,0,0,0
12.59615421,"female",26,"Northeast",16,0,0,0,0,1,1
11.53846169,"male",52,"Northeast",13,0,0,0,0,0,0
19.23077011,"male",41,"Midwest",14,0,1,0,0,0,0
13.5,"male",29,"Midwest",12,0,1,0,0,0,0
6.25,"female",64,"Midwest",13,0,1,0,0,0,1
14.42307663,"female",33,"Midwest",16,0,1,0,0,1,1
17.30769157,"female",43,"Midwest",13,0,1,0,0,0,1
47.0836525,"male",45,"Midwest",18,0,1,0,0,1,0
37.5,"male",63,"Midwest",13,0,1,0,0,0,0
38.46154022,"male",46,"Midwest",16,0,1,0,0,1,0
26.375,"female",27,"Midwest",13,0,1,0,0,0,1
38.46154022,"male",36,"Midwest",16,0,1,0,0,1,0
25.48077011,"male",53,"Midwest",13,0,1,0,0,0,0
8.653845787,"female",34,"Midwest",13,0,1,0,0,0,1
43.26922989,"male",53,"Midwest",12,0,1,0,0,0,0
16.82692337,"female",48,"Midwest",12,0,1,0,0,0,1
21.15384674,"male",33,"Midwest",12,0,1,0,0,0,0
42.73504257,"female",30,"Midwest",19,0,1,0,0,1,1
23.07692337,"male",31,"Midwest",16,0,1,0,0,1,0
42.30769348,"male",51,"Midwest",16,0,1,0,0,1,0
26.44230843,"female",51,"Midwest",13,0,1,0,0,0,1
26.44230843,"male",53,"Midwest",13,0,1,0,0,0,0
11.53846169,"female",40,"Midwest",18,0,1,0,0,1,1
2.342657328,"male",32,"Midwest",16,0,1,0,0,1,0
12.98076916,"male",30,"Midwest",16,0,1,0,0,1,0
11.77884579,"female",23,"Midwest",14,0,1,0,0,0,1
14.90384579,"male",49,"Midwest",12,0,1,0,0,0,0
30.625,"female",56,"Midwest",13,0,1,0,0,0,1
45.67307663,"male",43,"Midwest",18,0,1,0,0,1,0
11.05769253,"male",21,"Midwest",12,0,1,0,0,0,0
19.23077011,"female",40,"Midwest",14,0,1,0,0,0,1
19.23077011,"male",43,"Midwest",12,0,1,0,0,0,0
4.182692528,"male",33,"Midwest",12,0,1,0,0,0,0
12.29874802,"female",36,"Northeast",16,0,0,0,0,1,1
12.65182209,"female",58,"Northeast",11,0,0,0,0,0,1
14.17004013,"male",57,"Northeast",10,0,0,0,0,0,0
16.97115326,"male",32,"Northeast",13,0,0,0,0,0,0
19.23077011,"male",58,"South",12,0,0,1,0,0,0
21.63461494,"female",52,"South",12,0,0,1,0,0,1
10,"male",60,"Northeast",12,0,0,0,0,0,0
28.84615326,"male",50,"Northeast",16,0,0,0,0,1,0
12.98076916,"female",54,"Northeast",12,0,0,0,0,0,1
13.80629349,"female",52,"Northeast",14,0,0,0,0,0,1
43.07692337,"male",52,"Northeast",18,0,0,0,0,1,0
14.42307663,"female",50,"Northeast",12,0,0,0,0,0,1
19.23077011,"male",41,"South",13,0,0,1,0,0,0
6.04395628,"female",41,"South",13,0,0,1,0,0,1
42.30769348,"male",60,"Northeast",16,0,0,0,0,1,0
35.47008514,"male",30,"Northeast",13,0,0,0,0,0,0
15.68825912,"female",26,"Northeast",13,0,0,0,0,0,1
23.07692337,"male",46,"Northeast",12,0,0,0,0,0,0
14.42307663,"male",56,"Northeast",13,0,0,0,0,0,0
16.82692337,"female",57,"Northeast",16,0,0,0,0,1,1
15.38461494,"female",27,"Northeast",18,0,0,0,0,1,1
18.75,"male",30,"Northeast",16,0,0,0,0,1,0
9.615385056,"male",64,"Northeast",8,0,0,0,0,0,0
8.17307663,"female",57,"Northeast",12,0,0,0,0,0,1
13.94230747,"male",26,"Northeast",12,0,0,0,0,0,0
10.32051277,"male",49,"Northeast",13,0,0,0,0,0,0
8.012820244,"male",36,"Northeast",16,0,0,0,0,1,0
46.70329666,"female",35,"Northeast",16,0,0,0,0,1,1
40.9919014,"male",59,"Northeast",16,0,0,0,0,1,0
38.94230652,"female",58,"Northeast",18,0,0,0,0,1,1
36.05769348,"male",43,"Northeast",11,0,0,0,0,0,0
19.23077011,"female",37,"Northeast",12,0,0,0,0,0,1
36.32478714,"female",58,"Northeast",16,0,0,0,0,1,1
14.42307663,"male",32,"Northeast",16,0,0,0,0,1,0
7.897603512,"female",58,"Northeast",13,0,0,0,0,0,1
25.61717415,"female",55,"Northeast",18,0,0,0,0,1,1
51.44230652,"female",40,"Northeast",18,0,0,0,0,1,1
19.23077011,"male",36,"Northeast",8,0,0,0,0,0,0
9.615385056,"male",37,"Northeast",8,0,0,0,0,0,0
14.42307663,"male",46,"Northeast",10,0,0,0,0,0,0
14.42307663,"female",37,"Northeast",10,0,0,0,0,0,1
16.92307663,"male",35,"Northeast",12,0,0,0,0,0,0
60.57692337,"female",46,"Northeast",16,0,0,0,0,1,1
34.61538315,"female",43,"Northeast",13,0,0,0,0,0,1
17.40384674,"male",27,"Northeast",13,0,0,0,0,0,0
24.03846169,"female",30,"Northeast",16,0,0,0,0,1,1
9.615385056,"male",33,"Northeast",11,0,0,0,0,0,0
29.72027969,"female",58,"Northeast",18,0,0,0,0,1,1
19.23077011,"female",39,"Northeast",13,0,0,0,0,0,1
8.653845787,"female",61,"Northeast",8,0,0,0,0,0,1
5.128205299,"female",47,"Northeast",12,0,0,0,0,0,1
16.82692337,"male",48,"Northeast",13,0,0,0,0,0,0
10.81730747,"female",49,"Northeast",13,0,0,0,0,0,1
7.211538315,"male",37,"Northeast",12,0,0,0,0,0,0
20.38461494,"male",37,"Northeast",14,0,0,0,0,0,0
22.59615326,"female",35,"Northeast",13,0,0,0,0,0,1
28.84615326,"male",50,"Northeast",14,0,0,0,0,0,0
17.30769157,"male",50,"Northeast",12,0,0,0,0,0,0
20.67307663,"male",41,"Northeast",13,0,0,0,0,0,0
31.65064049,"male",49,"Northeast",13,0,0,0,0,0,0
12.01923084,"female",23,"Northeast",16,0,0,0,0,1,1
14.9572649,"female",39,"Northeast",14,0,0,0,0,0,1
15.76923084,"male",61,"Northeast",12,0,0,0,0,0,0
18.83012772,"male",49,"Northeast",13,0,0,0,0,0,0
17.78846169,"female",50,"Northeast",16,0,0,0,0,1,1
4.807692528,"female",60,"Northeast",14,0,0,0,0,0,1
15,"female",29,"Northeast",14,0,0,0,0,0,1
52.13675308,"female",54,"Northeast",16,0,0,0,0,1,1
7.5,"female",50,"Northeast",6,0,0,0,0,0,1
13.36538506,"male",40,"Northeast",14,0,0,0,0,0,0
31.25,"male",41,"Northeast",12,0,0,0,0,0,0
12.01923084,"female",53,"Northeast",12,0,0,0,0,0,1
19.23077011,"male",45,"Northeast",11,0,0,0,0,0,0
9.615385056,"male",26,"Northeast",10,0,0,0,0,0,0
27.47252655,"female",60,"Northeast",16,0,0,0,0,1,1
10.57692337,"female",61,"Northeast",18,0,0,0,0,1,1
12.01923084,"female",54,"Northeast",12,0,0,0,0,0,1
25.98752594,"male",57,"Northeast",16,0,0,0,0,1,0
16.82692337,"male",40,"Northeast",16,0,0,0,0,1,0
6.923077106,"female",39,"Northeast",16,0,0,0,0,1,1
19.23077011,"female",39,"South",18,0,0,1,0,1,1
31.53846169,"male",57,"Northeast",16,0,0,0,0,1,0
17.71255112,"female",26,"Northeast",16,0,0,0,0,1,1
11.53846169,"male",45,"Northeast",12,0,0,0,0,0,0
8.653845787,"male",24,"Northeast",12,0,0,0,0,0,0
22.59615326,"female",47,"Northeast",14,0,0,0,0,0,1
22.43589783,"male",58,"Northeast",13,0,0,0,0,0,0
15.86538506,"male",49,"Northeast",16,0,0,0,0,1,0
12.17355728,"female",43,"Northeast",12,0,0,0,0,0,1
23.07692337,"female",57,"Northeast",14,0,0,0,0,0,1
16.66666603,"male",49,"Northeast",12,0,0,0,0,0,0
20.19230843,"female",49,"Northeast",12,0,0,0,0,0,1
29.9145298,"male",56,"Northeast",18,0,0,0,0,1,0
14.35445786,"male",41,"Northeast",12,0,0,0,0,0,0
2.5,"female",38,"Northeast",12,0,0,0,0,0,1
18.46153831,"male",40,"Northeast",12,0,0,0,0,0,0
13.22019196,"female",27,"Northeast",14,0,0,0,0,0,1
42.78845978,"male",27,"Northeast",16,0,0,0,0,1,0
16.82692337,"female",58,"Northeast",12,0,0,0,0,0,1
44.02833939,"male",48,"Northeast",12,0,0,0,0,0,0
40.86538315,"male",59,"Northeast",18,0,0,0,0,1,0
16.66666603,"female",41,"Northeast",18,0,0,0,0,1,1
46.15384674,"male",54,"Northeast",14,0,0,0,0,0,0
33.65384674,"female",53,"Northeast",18,0,0,0,0,1,1
24.03846169,"male",26,"Northeast",18,0,0,0,0,1,0
42.30769348,"female",26,"Northeast",19,0,0,0,0,1,1
15.38461494,"female",39,"Northeast",12,0,0,0,0,0,1
20.86049461,"male",38,"Northeast",13,0,0,0,0,0,0
13.22115421,"male",52,"Northeast",16,0,0,0,0,1,0
17.03296661,"male",41,"Northeast",14,0,0,0,0,0,0
11.05769253,"female",46,"Northeast",14,0,0,0,0,0,1
15,"male",26,"Northeast",16,0,0,0,0,1,0
7.692307472,"male",32,"Northeast",12,0,0,0,0,0,0
38.46154022,"male",61,"Northeast",13,0,0,0,0,0,0
15.88628769,"male",43,"Northeast",12,0,0,0,0,0,0
9.855769157,"female",46,"Northeast",12,0,0,0,0,0,1
27.27272797,"male",54,"Northeast",12,0,0,0,0,0,0
28.84615326,"female",27,"Northeast",16,0,0,0,0,1,1
28.84615326,"male",38,"Northeast",12,0,0,0,0,0,0
25.96153831,"male",51,"Northeast",12,0,0,0,0,0,0
8.791209221,"male",29,"Northeast",12,0,0,0,0,0,0
11.05769253,"male",24,"Northeast",10,0,0,0,0,0,0
15.86538506,"female",25,"Northeast",12,0,0,0,0,0,1
16.82692337,"male",43,"Northeast",12,0,0,0,0,0,0
8.547008514,"female",61,"Northeast",16,0,0,0,0,1,1
9.615385056,"female",56,"Northeast",12,0,0,0,0,0,1
3.5,"male",22,"Northeast",12,0,0,0,0,0,0
34.13461685,"female",60,"Northeast",12,0,0,0,0,0,1
18.49112511,"male",62,"Northeast",12,0,0,0,0,0,0
10.57692337,"male",57,"Northeast",13,0,0,0,0,0,0
9.230769157,"female",41,"Northeast",12,0,0,0,0,0,1
8.17307663,"male",25,"Northeast",12,0,0,0,0,0,0
9.615385056,"female",55,"Northeast",10,0,0,0,0,0,1
25.78671265,"male",62,"Northeast",16,0,0,0,0,1,0
17.30769157,"male",34,"Northeast",16,0,0,0,0,1,0
18.02884674,"female",34,"Northeast",16,0,0,0,0,1,1
11.53846169,"male",33,"Northeast",16,0,0,0,0,1,0
19.23077011,"female",44,"West",20,0,0,0,1,1,1
31.46853065,"male",45,"West",20,0,0,0,1,1,0
47.00897598,"male",57,"Northeast",16,0,0,0,0,1,0
28.84663391,"female",43,"Northeast",18,0,0,0,0,1,1
44.71154022,"female",58,"Northeast",18,0,0,0,0,1,1
38.11188889,"male",52,"Northeast",16,0,0,0,0,1,0
12.82051277,"female",51,"Northeast",16,0,0,0,0,1,1
45.67307663,"male",39,"South",12,0,0,1,0,0,0
27.40384674,"male",36,"South",12,0,0,1,0,0,0
22.59615326,"female",40,"South",12,0,0,1,0,0,1
30.38461494,"male",31,"South",14,0,0,1,0,0,0
40.86538315,"male",57,"South",16,0,0,1,0,1,0
10.57692337,"female",54,"South",14,0,0,1,0,0,1
10.76923084,"male",54,"South",12,0,0,1,0,0,0
6.730769157,"female",62,"South",10,0,0,1,0,0,1
19.87179565,"male",44,"South",16,0,0,1,0,1,0
24.03846169,"female",45,"South",12,0,0,1,0,0,1
20.67307663,"female",54,"South",13,0,0,1,0,0,1
43.02980804,"male",53,"South",13,0,0,1,0,0,0
17.25833321,"female",42,"South",13,0,0,1,0,0,1
16.34615326,"female",32,"South",13,0,0,1,0,0,1
29.75961494,"male",57,"South",16,0,0,1,0,1,0
5.325443745,"male",21,"South",12,0,0,1,0,0,0
7.692307472,"male",29,"South",13,0,0,1,0,0,0
14.42307663,"male",64,"South",12,0,0,1,0,0,0
20.19230843,"female",38,"South",14,0,0,1,0,0,1
10.48951054,"male",38,"South",12,0,0,1,0,0,0
18.46153831,"male",38,"South",12,0,0,1,0,0,0
6.009615421,"male",22,"Midwest",12,0,1,0,0,0,0
13.54166698,"female",36,"South",12,0,0,1,0,0,1
28.84615326,"male",33,"South",12,0,0,1,0,0,0
11.83431911,"male",59,"South",12,0,0,1,0,0,0
15.38461494,"female",54,"South",16,0,0,1,0,1,1
12.01923084,"male",40,"South",14,0,0,1,0,0,0
17.78846169,"female",36,"South",16,0,0,1,0,1,1
11.53846169,"male",30,"South",12,0,0,1,0,0,0
9.134614944,"female",27,"South",12,0,0,1,0,0,1
43.26922989,"female",47,"South",16,0,0,1,0,1,1
28.84615326,"male",29,"South",13,0,0,1,0,0,0
7.211538315,"female",46,"South",12,0,0,1,0,0,1
30,"male",40,"Northeast",16,0,0,0,0,1,0
22.11538506,"male",49,"Midwest",12,0,1,0,0,0,0
7.889546394,"female",41,"Midwest",12,0,1,0,0,0,1
13.46153831,"female",32,"Midwest",12,0,1,0,0,0,1
15.86538506,"male",31,"Midwest",16,0,1,0,0,1,0
6.593406677,"female",33,"Midwest",12,0,1,0,0,0,1
15.38461494,"female",53,"Midwest",18,0,1,0,0,1,1
13.10817337,"female",40,"Midwest",14,0,1,0,0,0,1
7.451922894,"female",59,"Midwest",13,0,1,0,0,0,1
21.88317299,"female",42,"Midwest",18,0,1,0,0,1,1
19,"male",42,"Midwest",12,0,1,0,0,0,0
21.63461494,"female",57,"Midwest",18,0,1,0,0,1,1
21.63461494,"male",56,"Midwest",18,0,1,0,0,1,0
5.769230843,"male",35,"Midwest",16,0,1,0,0,1,0
38.75,"male",49,"Midwest",20,0,1,0,0,1,0
2.740384579,"female",31,"Midwest",18,0,1,0,0,1,1
38.46154022,"male",45,"Midwest",16,0,1,0,0,1,0
36.98225021,"male",53,"Midwest",12,0,1,0,0,0,0
19.23077011,"male",49,"Midwest",14,0,1,0,0,0,0
14.61538506,"male",28,"West",16,0,0,0,1,1,0
